prod_xprod,rotulo_cliente,rotulo_ia
HEMOGLOBINA SUINOS EM PO       N204252 DT.FABRICACAO :16/10/2020 DT.VALIDADE : 14/10/2022,2,2
(ACOUGUE) SAL,2,25
ANGUS 100,2,2
BOI S/COBERTURA - 589.500,2,2
SANGRIA,2,22
JACARE VERDE SKIN CX C/60,2,2
TULIPA,2,6
MOELA FRANGO SEARA BDJ 1KG,2,2
1SEBO DE BOVINOS,2,2
"BUCHO - 57,00",2,2
BOI,2,1
MORCEGO DIANTEIRO,2,95
PETISCO NATURAL - PE DE FRANGO - NATURAL FARM,2,2
TRASEIRO - F-1000 (F-250) DIESEL - 3A FOLHA,2,87
BARRIGADA BOVINA - 212.0000,2,2
RACK | HORTIFRUTI,2,94
BOVINOS,2,1
CHAVEIRO DE PICANHA,2,71
"139 - PELE DE BOVINO, FRESCA, INTEIRA SEM",2,41
TRASEIRO - DAILY CITY 30513 - VIR. C/ FURO P/,2,87
BOVINO FEMIA 0 A 12 MESES,2,1
A400800101027-ASA LEVE L/E,2,
LAGARTO DECORATIVO,2,97
TULIPA,2,6
ETIQUETA 70X150MM AA01 - COXA SOBREC S/O C/P FGO (OC:104488743),2,48
KIT 2 OSSOS  FRANGO P 2 OSSO  FRANGO 16CM,2,95
FRANGO FRANGO SOM GRANDE,2,2
PAINEIRA,2,14
ORELHA SUINA EM TIRAS,2,2
"BUCHO - 222,00",2,2
ESOFAGO DE BOVINOS SC - 53.0000,2,2
PALETA SLA PARIS HOW TO2 51 12X1G,2,33
CORACAO MINI PP C/BRACO K1833 CORINTHIANS,2,95
ESPETINHO CHINES 25 CM PCT 1000 MIL,2,44
EQUILIBRA PATINHO,2,2
QUARTA ASA,2,2
BOVINO MACHO TS-00804-524/20,2,2
CORTES FGO MOELA PERDIGAO 1KG * PERDIGAO UN,2,2
DISPERDEICIO DE APARAS MOIDA,2,47
RODENSTOCK R4792-A-4422-145-0000,2,90
BARRIGADA BOVINA - 207.0000,2,2
ETIQUETA 70X180MM AA01 - FILEZINHO DE PEITO FGO (OC:106292017),2,2
BARRIGADA BOVINA - 300.0000,2,2
BARRIGADA BOVINA - 156.0000,2,2
CORACAO 18POLEGADAS PCT.C/5,2,39
FRALDA TOM AND JERRY HIPER PAOTAO P - 90 UNIDADES,2,96
PELE BOVINA DE PRIMEIRA CLASS ANGUS (61 PECAS),2,2
CAPA CONT.FILE ASSADA KG ROT,2,2
ESTEIRA COMPLETA - REX,2,84
ORELHA - 16.0000,2,2
SMASH DE FRANGO,2,2
(9788521318316)CARNE MOIDA - RECEITAS PRATICAS E DELICIOSAS PARA SALVAR O S,2,49
PRE CEDRO JACARE DE 16 ANOS,2,44
ASA DELTA  ROSA PINK P,2,88
DESENLEIRADOR TRASEIRO P/ CULTIVADOR 280419781745,2,84
PLASMA SUINO EM PO  78         N201141 DT.FABRICACAO :12/03/2020 DT.VALIDADE : 04/03/2022,2,2
BR ALINE CARRE PRETO R.N.,2,
"AORTA - 23,0000",2,2
TAMPA CAIXA 12KG CARNE MOIDA TERMOFORMADA 1KG - ALLEZA,2,39
ET AD BOPP 79X120 CARREFOUR SELECTION RESF MAMINHA,2,2
ENGREAGEM ASA 80 Z-13 330140009 0 UN,2,84
PALETA SOUZA MEDIA 30X20 4005 +,2,44
PROTETOR FRALDA FEMEA N 7,2,96
PONTA PC 200 H.P.A.D,2,84
SUBFIACAO CB TWISTER 19-21,2,87
UNOI LINGUA PORTUGUE UNI1 7EF2 B4 LP,2,49
ASA DELTA MINI PRETO - M,2,95
ARGOLA PALETA,2,73
PETISCO PARA CACHORRO - MEIO DA ASA,2,2
POEMINHA EM LINGUA DE BRINCAR,2,49
"RESER 000421 DEFLETO  R AR, OV: 3527699",2,87
"BUCHO - 167,00",2,2
CORAC DE ALCACHOFRAS 510GR DI SALE,2,7
BOV GUARD 1LT,2,30
RETALHO,2,0
"BOI LEVE - 1,612.000",2,2
"OURO BRANCO 1KG (L)  - DESCONTO = 22,92%",2,18
SEBO BOVINO GRANEL,2,2
RT GR EE - DIANTEIRO,2,2
ASA DELTA SOL P,2,88
CHATAO CORACAO 27X25,2,
"LAMINADO ESPUMA 0,0000 X 10,0000 X 2,0000 X 0,0200",2,39
"RESER 000421 DEFLETO  R AR, OV: 4558620",2,87
CORTES,2,2
PEIXINHO FESTA JUNINA,2,17
SACO PET/PE 230X315X100 HAMB BOV FRALDA 5X180G MATURATTA,2,2
50435 TULIPA,2,6
PAD P/RECORTE EM PINTURA,2,39
ADESIVO BOPP METALIZADO LAMINADO 120 X 90 MM ORGANICO CONGELADO COXAO MOLE KORIN 53363,2,39
Pà CORAçãO,2,2
BARRIGA,2,2
SEARA MOELA PCT KG,2,2
"MACHOS BOVINOS P.O. C269, C526, C406",2,2
FLAT BIANCA NATURAL TAMANHO:36,2,64
BARRIGADA BOVINA - 70.0000,2,2
BARRIGADA BOVINA - 190.0000,2,2
ESPETO MODELADOR KAFTA CARNE MOIDA CHURRASCO FORMA ALUMINIO,2,76
TULIPA,2,6
BUCHO KG BRANQUEADO JBS MIUDO BOVINO KG,2,2
ANNEAU DE CARRE CHAINE D ANCRE LAITON FINITION PERMABRASS 00 PERMAB...,2,74
BARRIGADA BOVINA - 100.0000,2,2
"NAKAT NB11001 BUCHAE  IXO TRASEIRO,OV: 301  9514",2,87
DIAFRAGMA V-20    DES .030-0180,2,40
FRALDA C/4,2,96
"SUPLEMENTO GRANELEIRO, COM ARCOS E TOMBADOR TRASEIRO.",2,87
BR RES FLOR,2,6
CARCACA NOVA VE IMP R063-3,2,87
1PELE FRESCA DE BOVINOS-COURO - 299.0000,2,41
BARRIGADA BOVINA - 171.0000,2,2
MPD01003 - PELE BOVINA DE PRIMEIRA CLASS. (186 PECAS),2,2
CARTUCHO BACON FATIAS GOURMET COD. 509122-V04 FSC OC: 3055713 NRO ITEM: 2,2,2
ASA COLORIDA,2,0
"BUCHO PORCIONADO BOV CONG - 223,00",2,2
PLASMA SUINO EM PO  78         N202752 DT.FABRICACAO :03/07/2020 DT.VALIDADE : 04/03/2022,2,2
3282- SEGUNDA PELE,2,61
BARRIGADA BOVINA - 92.0000,2,2
TULIPA,2,6
RETALHO MISTO 25 KG RETALHO MISTO 25 KG,2,0
FRALDA COM 4,2,96
BOIBRAS - ETIQ 60X300 GARRAO,2,48
BARRIGADA BOVINA - 102.0000,2,2
BOVINOS MACHOS 0 A 12 M,2,1
ESOFAGO DE BOVINOS - 26.0000,2,2
TULIPA L/E 206/C3 (22DTS) MECAN,2,87
SCS PLAST NP LINGUICA DE CARNE SUINA APIMENTADA 30.00 X 50.00 L:661486,2,2
TRASEIRO - 681X553,2,0
KIT 3UN ASA 195X1200MM,2,73
TLP0302-TULIPA,2,87
"ESPUMA D28 0,0000 X 10,0000 X 2,0000 X 0,0020",2,39
ET 85X130MM PPA PAPADA CONGELADA DE SUINO,2,2
REFRIG CONTINENTAL T,2,84
FLAT ASA DELTA TAXA FIVELA MARYS COR:OURO;TAMANHO:37,2,64
SANGRIA,2,22
MESA MONOPE PALETA LAMINADA PARA SALA 38X40CM - MEL,2,94
PLASMA SUINO EM PO  78         N204023 DT.FABRICACAO :29/09/2020 DT.VALIDADE : 29/09/2022,2,2
"BOVINO FEMEA 12 A 24M - 3,588.636",2,2
33440 ASA DIREITA CPLT /////,2,88
RASCHIAVETRO ESTERNO IN CINTU 05 1243905,2,87
MEU POEMA ABANA O RABO,2,49
MICANGA ENTREMEIO 100 UND CORACAO ESTRELA DESENHOS FLORES INFANTIL BIJUTERIA MODELO:ACH COLOR CORACAO PRETO,2,71
PONTA CAUTERIO AGULHA,2,90
PELE FRESCA DE BOVINO - 255.0000,2,41
BUCHO KG,2,2
PELE BOVINA DE PRIMEIRA CLASS. (337 PECAS),2,2
BARRIGADA BOVINA - 154.0000,2,2
ASA DELTA,2,88
PELE BOVINA DE PRIMEIRA CLASS ANGUS (160 PECAS),2,2
MUND HP-H-(9.0000 ),2,0
ONEADLTMINIPEQC/FRGO&CARNEDEVDD1X6KGBR,2,2
MEMBRANA DIAFRAGMA GM SONIC,2,40
BARRIGADA BOVINA - 153.0000,2,2
HEMOGLOBINA SUINOS EM PO       N203451 DT.FABRICACAO :21/08/2020 DT.VALIDADE : 20/08/2022,2,2
"LINGUA DO BRASIL AMANHA E OUTROS MISTERIOS, (A)",2,49
NEO CORACAO - 17/18,2,2
MESA MONOPE PALETA LAMINADA PARA SALA 48X50CM - MEL,2,94
BARRIGADA BOVINA - 148.0000,2,2
MPD01003 - PELE BOVINA DE PRIMEIRA CLASS ANGUS (393 PECAS),2,2
COURO SALGADO - 64.0000,2,41
SANGRIA FREIO,2,87
"093 CX- LING. BOV. GRANEL SAO LUIZ SC.5,130KG.",2,2
ROT MEIO ASA FGO KG ASSADA,2,2
TRAQUEIA DE BOVINOS - 12.0000,2,2
ACH TIA ASA MORC,2,2
ML  SLIM C/RECORTE,2,0
MOELA FRANGO SEARA 1KG BAND,2,2
AL1263-TULIPA -,2,
PASTA LARGA 335X250X55MM C X L X DORSO,2,48
CARCACA PRINCIPAL AR DIRETO RED,2,84
9998 CLARA 44 1/2 COXA,2,2
BOVINO MACHO ACIMA 36M - 462.500,2,2
HEMOGLOBINA SUINOS EM PO       N203931 DT.FABRICACAO :23/09/2020 DT.VALIDADE : 23/09/2022,2,2
O PATINHO PEPE UNICA NA,2,95
MOELA DE FRANGO PT 1KG PACOTE 1KG PERDIGAO UN,2,2
MAR24482 / 400800102029 - ASA,2,0
1170 - RECORTE BORBOLETA PRIMAVERA P 23X19,2,49
BANDEJA DE CARNE G,2,2
TRIO 1RUC/AGR/ALF CRESP HIDROP EMB,2,12
POLIDEXTROSE ST LOTE(S): 2039222 (800.0000 KG); 2308022 - VAL: 01 08 2025 (625.0000 KG); 2309222 - VAL: 21 09 2026 (75.0,2,17
LING. PEROLA 1KG SUINA FINA APIMEN,2,2
26430-7 ROT.1 PP FC CB25 A138 60X230MM-1C CARNE SUINA RESFRIADA,2,2
TUVIRA VIVA,3,3
CAM ML PECEGO CLARA TALIENK 40,3,61
PRE-VENDA SALMOTERAPIA  DR. JONATAS LEONIO,3,49
OSTRA P/GRATINAR 400 GR,3,3
HENLEY PREM BELMOND ML PRETO - M,3,61
RABO PEIXE P/ ESCAPE 4.1/2 (CURTO/440MM),3,87
NELORE PINTADO PO  PQS 306 MACHO  19M,3,1
PASSAROS ORNAMENTAIS,3,3
CATIVEIRO NUCA MAIS,3,30
FACEPROTECTION - TUCUNARE AZUL - UNICO,3,62
PEIXE DOURADO,3,3
HOTPANT - ROSA - GG,3,61
RABO PEIXE P/ESCAPE 4.1/2 (CURVO/LONGO 1360MM)(FAB,3,87
VESTIDOCHIDI SHAYE TERRY MD DR CHIDI M,3,61
POLVO NORMAL,3,3
RABO PEIXE P/ESCAPE 5 X 4.1/2 (1600MMX535MM)(BEPO),3,87
PEIXE BETA (NAO SERA FEITO TROCA CASO MORRA),3,3
"BLOCO, QUADRADO OU FILE - SUCUPIRA - PTERODON EMARGINATUS - 0,15 X 0,15 X 3,50 M",3,44
"GENESEAS - FILE DE TILAPIA - BEM FRESCO - 400 G - 22X27X0,16 - PET/PE - SACO PET / NYLON-POLI - IMPRESSO-OP:08022401001",3,3
ASSA PEIXE 30G,3,12
CAM I-21103 SL M/L,3,61
POLVO HUMOR,3,95
650/85R38 FI CAM F: DOT:0911,3,40
PEIXE DE APERTAR,3,95
MARESSA - SALMãO - M,3,3
CAMARAO NELSON NAKAMURA NAKAMARAO 9CM - 5 UNIDADES COR - ANGLERBRASIL:COR 803 - DOURADO,3,95
PORQUINHO,3,1
CAM L LACO BOUQUET PRETO G,3,61
CAM M ML OUTLAST RIO I20 G,3,61
PEIXE NYLON AMOROSO C/ CATNIP,3,95
O PEIXE E O LEAO (EBOOK KINDLE),3,49
OUTROS/PORQUINHO,3,1
LAMBARI ARTICULADO,3,95
CEVICHE ORIENTAL PEIXE BRANCO 237 G,3,3
LAGOSTA FECHO - DOURADA,3,3
POLVO DO HUMOR GRANDE,3,95
CAM PASSA FACIL REG MC,3,61
PEROLA N10 SALMAO (204) 10G,3,71
CAM 18.4X34 IMPORTADA,3,40
GUTA PERCHA U-FILE F1-F3 C/60UN,3,90
TAM - SAFEBAG GRATIS ROSA,3,42
CAMISATA ROSA COM FAIXA P,3,61
MINERBLOCK MD                         LOTE/VALIDADE: M00214/23G20240713,3,
ROTULO MOD SARDINHA - ATUM,3,48
"JC200 MARTINAIR MD-11F PH-MCT """"""""""""""""40 YEARS IN THE AIR""""""""""""""""",3,88
CAM PASSA FACIL 500 AZUL MARINHO 04,3,61
KRAKEN 8/8,3,0
BOIA CAMARAO BR,3,95
CRIADO ROMA JACARANDA,3,94
CALICO JOE,3,0
BLUE SKY INTENSE,3,
TRAIRA CINZA 02 - 12,3,3
P.T. INTERF. JULLY EXTRA C/1000 BELL,3,0
RABO PEIXE P/ESCAPE 3.1/2  (CURVO/415MM) (BEPO),3,87
CARPA COURO FAKE,3,39
POLVO 2EM1 PEL,3,95
PEIXE PALHACO  AU PET,3,3
ISCA CAMARAO AMARELO C/5 TL05-1164HA-0052,3,95
BUFFET MODELLO HG BCO/CZA 210X45X77H,3,94
B MANOELA DV DOURADO U,3,71
CAM-TAMBAQUI-VERDE TAMANHO:GG,3,3
MASSA PRONTA PARA PESCA TILAPIA-PIAU-PACU-CARPA KIT C/ 12,3,21
PIPA CAMARAO GRANDE 60CM C/25,3,95
BIOXAN COMPOSTO VALLEE 500 ML,4,30
"FLORES SECA 16,5CM",4,6
"NATURAL COLORS MEL +0,75-CU6638",4,32
YOPRO 25G SHAK CHOC250,4,4
CX.PAP. 380X255X180 CAIXA MEL 500 G,4,48
DEDO DE MOCA 60ML,4,7
BEIRA RIO 8395 225 28992 34/39    37  OURO ROSADO/OURO ROSADO  GF,4,64
BOMBAY EXTRATO NATURAL DE BAUNILHA 30ML,4,13
GARRA DA CLASSIIFCADORA DE OVOS USADA (SUCATA),4,84
FORMA QUEIJEIRA RICOTA QUEIJO MINAS FRESCAL 1 KG INJESUL,4,39
"055 APTANUTRI 3 PREMIUM 12 A 36 MESES.01X800 %AGR:  22,7900 BASE ST: ********185,49 VALOR ST: **********5,85",4,4
CX.C.03 QUEIJO PALOMINO 100X50 GR - 420X320X180,4,4
IORGUT NATURAL UN,4,4
BLS 12 OVOS GALINHA PINOS CX - C IMP BRANCO GRANDE,4,4
"055 APTANUTRI 3 PREMIUM 12 A 36 MESES.01X800 %AGR:  22,7900 BASE ST: ******1.106,21 VALOR ST: *********34,91",4,4
PSEUDOCHROMIS FRIDMANI@ PSEUDOCHROMIS FRIDMANI,4,3
ADESIVOS - MANTEIGA,4,35
FORMULA NATURAL 500G,4,21
KIT ESCOVA MANTEIGA DE COCO 900ML,4,33
NEEDS POTE DOS P/LEITE,4,39
PIA DACHERI 1.20 GRANITO ALICANTE 0 BONITO LINDO DACHERI,4,68
FORMULA C/COMPLEXO B (SEM 10UN;,4,30
"KIT COM 7 PCS PARA FRIOS, QUEIJOS MISTO (PREMIUM 57E + RED. 25CM + CORACAO M + 4  HAMB. 48B))",4,82
COD.301117 QJO.QUATA COALHO EM ESPETO ORIGINAL 7 UNID. 190X265 L LAMINADO (BOPA+PE / SIF 3830 / V00),4,4
CREAN CHESE PHILADELFIA,4,4
"REQUEIJAO PARMATO CREMOSO 1,5KG 180X430 P LAMINADO (PET+PE PIG)",4,4
"BOI S/ COBERTURA - 1,718.000",4,2
KIT MAPPYNG BOLSA HAPPY CORES VERMELHO U,4,42
OVO CAIPIRA BRANCO FALSO BRINCADEIRA GALINHEIRO DE PLASTICO INDEZ GALINHA ENFEITE-48,4,95
KIT QUEIJO,4,4
"CX DM3 TMP BCO/FDO PDO 53X40X5,5CM C/ 10 UND**",4,48
AMOSTRA ALIBRA LEITE EM PO 2KG 528X355 (PET+PET MET+PE),4,4
NINHO GIRASSOL,4,12
ETQ BOPP TRANSP IOG MORANGO 500G,4,39
NATUROVITA COMPLEXO VITA LEITE - SACO 5KG,4,21
NANLAC COMF 1A3 F 800G,4,4
QJ-309 TV ROLAMENTO DE ROLO CILINDRICO  FAG,4,84
SORTIDO COMPOSTO POR DESIDRATADOR DO CON DD0404,4,84
BEIJO GREGO,4,21
COMITIVA PANTANEIRA GRANDE E,4,
BALISSIMA LEITE 60X60 GR/(2CX),4,4
FORMULA INFANTIL NANLAC COMFOR 1 A 3 ANOS DE 800G,4,4
OVO VIBRATORIO BULLET IMPORTADO VP (OV001-ST243) -VERMELHO-UNICO,4,85
GALAO DE LEITE,4,4
CAIXA PAPELÃO LISA MANTEIGA 405X305X115MM,4,48
"REFIL SACHE C/ERVAS, ZIP, DIVERSAS",4,9
NEEDS TIRA LEITE,4,84
GRANEL FONTE MANTEIGA BRANCO,4,4
TABOAS FUNCIONAL GR,4,46
FLOR DE SAL - 180G,4,25
BOV FEMEA PO REGISTRADO DE 25 A 36 MESES,4,4
QUASSIA SEP SACO 10KG,4,12
"BONE TRUE FARME AZUL ROYAL TROCA/DEVOL. REF. ITEM     1, DA NF        603, SERIE NFCE , U.N. 002 829",4,65
FLEXIVEL1/2X800-MG18XMG18,4,73
DISPLAY D CHAO NINHO MOLICO SOLUCAO ZERO LACTOSE,4,48
INC. CLOVE TRINTA ERVAS CX 25 PCT 7 VAR. P/ PCT LOTE BRZ088,4,9
APTANUTRI 3 C800GRS,4,4
TUBETES 180 ML JKS 126 UNIDADES-910010355 2 BANDEJAS 63 CELULAS JKS 910010230,4,39
BELICHE MEL ESPECIAL,4,94
KIT QUEIJO QUATRO PCS WC409679,4,82
CARTELA C/ 66 ETIQUETA NESTON IORGUTE LIQ.MACA BANANA MD2,4,48
TRUPONOL OST LIQ.(NOCIVO),4,38
PETIT GATEUA,4,19
"VERDE MEL PRIMER CX 3,6LTS",4,32
FD MAN PDO S/IMP 430X305X125,4,4
PORTA REQUEIJAO FOLHA,4,39
JACK DE MEL,4,22
PALHA ITALIANA NINHO,4,17
"055 APTANUTRI 3 PREMIUM 12 A 36 MESES.01X800 %AGR:  22,7900 BASE ST: ********184,33 VALOR ST: **********5,82",4,4
TRIANGULO RECOSTE BEM - DUOFLEX 38X38X53CM **,4,94
STANDAK TOP 10X1 L,4,
BRAGURT VEGETAL SABOR IOGURTE NATURAL PO SOLUVEL PROBIOTICO,4,21
PALITO DE QUEIJO PEROLA MINEIRA 1 KG,4,19
NANLAC COMF 1A3 F 800G,4,4
CAIXINHA FLORES GATINHA CHIC (30UN),4,48
CODORNA,4,2
FORMULA NINHO FASES1+ 800G X2 PRESP,4,4
FEMEA S COBERTURA - 221.500,4,4
SOBREMESA KG-DA CASA,4,21
DECORACAO OVO VASO DE FLORES COM CASCA DE OVO UNICA UN,4,69
"NATURAL COLORS MEL +5,25-DP4752",4,32
BEZERRA SINDI PO,4,1
OSCILLOC 200K C/30,4,30
FEMEA S COBERTURA - 322.500,4,4
BANDEJA PARA QUEIJO :,4,39
EMBAUBA IMBAUBA BRANCA CECROPIA PACHYSTACHYA LOTE CPA001SN,4,6
POTE UNICOLOR 1.800 LEITE EM PO,4,39
H104 APARELHO PARA RESF. LEITE,4,84
NANLAC COMF 1A3 F 800G,4,4
GALINHA ANGOLA C/ OVOS GDE.,4,1
DBR REG GO/PN/CX CP BRR-DF 10 JI 312 NORTE,4,4
PV THUYA AVICOLA 90 ML,4,30
"PELICULA PLASTICA PARA LEITE CAMBY PASTEURIZADO INTEGRAL HOMOGENEIZADO 1L 30,50 X 24,50 X 0,0070  PE",4,39
A ARTE DE MEL BROOKS,4,49
"ETIQ PVC 150X120,65MM 307906 IOGURTE GREGO FLOCOS 450G ITAMBE - V.0",4,39
NINHO 3 PECAS YOYO BABY,4,94
ETIQ BOPP 56X99MM 471132 IOGURTE BATAVO PEDACOS DUO 10X MAIS MARACUJA E PESSEGO 100GR ETQ061 - V02,4,39
CLICHÊ VÓ ERMÍNIA CX 10,4,84
"CEPA PADRAO, TIPO STAPHILOCOCCUS AUREUS, CARACTERISTICAS ADICIONAIS ATCC 25923 - LOTE 27665 VALIDADE 09/03/22 - NEWPROV",4,30
POTE P/LEITE EM PO LUNIS PEQUENINOS C/1,4,39
VACA PO REGISTRADA,4,4
ST830IPRO TRTD? 200K 1 ST,4,
1225057 CALCADOS ENERGY BABY 2.0 TECIDO IOGURTE/MULTICOLOR 18,4,64
FILME LAM TAMPA QUEIJO MUSSARELA FATIADO 150G - IMBAUBA (103951) L:491876,4,39
FORMA PARA QUEIJO MUSSARELA E REQUEIJAO 1KG INJESUL,4,39
APIS CIENCIAS 1 ANO(REFORMULADO),4,49
GALAO LEITE PLAST. 20L 28072,4,39
"PÃO INTEGRAL TOP BOM 400G                            0,01UN",4,19
MELAG VIT C E.FORT C20,4,30
NANLAC COMF 1A3 F 800G,4,4
NINHO P TRINCA FERRO C SAMAMBAIA,4,44
GARRAFA DE LEITE 1L,4,39
"PAPEL MANTEIGA 28CMX7,5M",4,48
COMPOSTO VIBRACIONAL STRESS ZERO 15ML,4,30
D10388 A 3002 G,4,4
KIT COMPOSTO POR UM SUPORTE E UM SACHE DE FRAGANCIA NATURAL,4,33
KIT COM 02 MEL COLA ANNA TELLES - 500G CADA,4,21
"COLCHÃO HOSPITALAR INFANTIL D26 - 1,48 X 0,58 X 0,08 - AZUL",4,94
LEITE AR.IND.NAT.PO,4,4
CN NATALINA DIGNIDADE ZERO ALCOOL,4,22
FORMA PARMESAO 3KG,4,4
NINHO P/ CANARIO TERRA,4,44
BANDEJA ABERTA P/OVOS 3 4 5 007067 NT V,4,48
ETIQ BOPP 57X129MM MP001647 DOCE DE LEITE FRIMESA POTE QUADRADO 400G - BEMIS - V04,4,48
NINHO HORA DE DORMIR 350G,4,4
CEFANOL 8X3 KG,4,38
PAPEL MANTEIGA,4,48
KIT TRINCA FERRO FIBRA LARANJA E MAMAO + EXTRUSADA OVOS E MEL REINO DAS AVES,4,23
CPO PP RQ 200/75 LAT. TOP MILKS TRADICIONAL C/1000 - PEDIDO 2024/1995 - 16588,4,4
BATE CHANTILLY PIRACANJUBA 200G,4,4
PAPEL MANTEIGA 30X75,4,48
LEI 14133/21 - NOVA LEI DE LICITACOESDETALHAMENTO DE TODOS OS ITENS DESTA FATURA: LEI 14133/21 - NOVA LEI DE LICITACOES,4,49
KIT P MOG MEL C/B MOG MEL 850X2135X120 E GUARN REG - FECH ROSETA TAMBOR,4,44
ET BATAVO PED MOR V03 100G FLE,4,4
SETE SANGRIAS PAULISTA,4,22
DESSORADOR MINAS PADRAO 800GR,4,4
EGUA,4,1
SOBREMESA DIVERSAS,4,4
CX.PAP= REF: CAIXA LEITE CONDENSADO FEITO EM MINAS  CORTE E VINCO,4,48
B NAGA LEITE 10 X 800G,4,4
P MEL ART 25X240G,4,4
SOYMAX LEITE 22 F 40KG,4,21
ESPáTULA PARA MANTEIGA  ESPáTULA DE MANTEIGA GELEIA PATE 1 ESPáTULA,4,82
"18397-4 ROT.3 POL.0,08 S/AD A083 110X75MM MUSSARELA PEQUENA",4,4
NANLAC COMFOR FORMULA INFANTIL LATA 2X800G 20OFF NA SEG,4,4
PRODUTOS NAO LISTADOS - TANQUE PARA LEITE L.240 LT  - OUTROS,4,73
BAND  P/30 OVOS  BRANCA  /AMARELA  100 UND REPARCK,4,48
"JG GUARN MEL. NIAGARA OAK M R4,5 60/10 C/ 5 PC 2300X70X12 P/ PORTAX1000 (FORNECEDOR: 1, LOTE: 420047, QTDE:",4,44
OVO TIPO 1 CARTELA COM 30 UNIDADES SAO GABRIEL,4,4
COMPOSTO BOTANICO RELAXAMENTO KUR,4,13
PORTUGUESAS BRAZAO,4,
"BOI LEVE - 4,115.500",4,2
MISTO,4,4
BOLSA DE MA PL MANTEIGA,4,42
THUYA AVICOLA 90 ML,4,33
CLICHE OVOS DE CODORNA NAJU 700G 450X280 G LAMINADO (PET+PE),4,39
KIT QUEIJO 3 PECAS,4,82
HORT FRUT SOFT,4,7
VT ML 395.109/2003,4,
NANLAC CONFOR 1 A 3 800G,4,4
BEIJO GREGO,4,21
JOGO DE LENCOL COM 3 PECAS GATINHOS / ROSA IOGURTE / U,4,63
FIBREMS C/10 SACHES 5G,4,21
EMPORIO NAT OREGANO KG,4,9
18238-49 ROT.3 POL SA008 A210 100X210MM MANTEIGA ALEMA BARRA C/SAL,4,4
ESTAÇÃO MULTI-FUNCIONAL COM SMITH - PRO,4,95
BUSCOVERAN COMPOSTO SOL ORAL 1,4,30
DX CS G/O CX CAMPINAS PA 180G 12 BRANCO,4,4
FORMULA INF NOVAMIL RICE 400G,4,4
"BAMBOO MARTAN, ESSÊNCIA - 1X800",4,33
JJ- 6781354989 _ 2024_MS_CHAPADAO DO SUL_EQUIPE DE TRABALHO - PAROQUIA SAO PEDRO APOSTOLO- MOD 003 TAMANHO - INFANTIL 06,4,61
CASCA DE OVO BRANCO 100 GR,4,4
FAVO DE MEL,4,4
COMPOSTO DE POLIPROPILENO COM CARGA P9,4,39
NINHO MAD.PERIQUITO HZ IND.,4,44
SOBRE TAMP CUBO DT SC CROSCA,4,87
JM -6781354989 -  MOD 003 - 2023 - MS -CHAPADAO DO SUL - 5 ACAMPAMENTO SENIOR TAMANHO - INFANTIL 02 (DISPONIBILIDADE: D,4,63
AHO PORO - CX,4,4
OVO YONI PEDRA JASPE VERMELHO IDEAL POMPOARISMO SEM FURO LEIA TODO ANUNCIO REFF 96.9,4,68
PAPEL MANTEIGA P/ PIZZA N. 35 C/ 100 UN.,4,48
ETIQUETA CHEESE FIT 500 UN - R,4,48
MISTO DO CHEF,4,4
PETIT GÂTEAU,4,19
"ETIQ PVC 150X120,65MM IOGURTE GREGO TRADICIONAL ITAMBE 450G AMCOR 35U - MP002217 / 311961 - V02",4,39
BELSPAN COMPOSTO 20ML GOTAS,4,30
CAIXA PETIT 1 10X10X4CM - 7898198011594 -ESTAMPA - 054,4,48
TOTAL VIRGEM BISNAGA 15G,4,33
SELFCARE FLOR AZUL PB TAMANHO:P,4,33
"BEZERRA NELORE PO REGISTRADA, 0 A 2 MESES",4,1
VAL DE FLORES,4,6
FORMULA INF NINHO HORA DORMIR 350G,4,4
"KIT OVOS DECO PINTADO JAR C6, MC002",4,97
KIT PARA QUEIJO C/4 PECAS,4,82
COZINHA 06419 PETIT CHEF,4,94
NINHO IDADE ESCOLAR 740G,4,4
JOGO AMERICANO IOGA VERDE,4,63
CHOCADEIRA DE OVOS LANCAMENTO 2024,4,84
PE PALITO 20CM 15G MEL,4,17
AROEIRA FOLHA KG,4,12
FR PET 30ML TULIPA (B18MM),4,39
TAMPA PARA CAIXA DE LEITE VACA TETA VAQUINHA COW COM FURO,4,39
CLIP STRIP - CREME DE RICOTA S,4,4
HIBISCO QUEBRADO DESIDRATADO 1KG,4,7
CAIXA NINHO ABELHA COMPLETA,4,84
PAPEL MANTEIGA,4,48
FEMEA S COBERTURA - 272.500,4,4
EXTRATO DE PROPOLIS C/ VITAMINA C + VIT D3 + ZINCO - 60 CAPS - NUTRALIN,4,21
BATEDEIRA DE MANTEIGA MRN T50 - N .SERIE: 29689,4,84
CP DANUBIO COTTAGE + GEL.DAMAS,4,4
APTANUTRI 3 800G AMAZON,4,4
POCOI TW15-H / COD 1477309 REQ 1955632 SEQ 1,4,
NINHO IDADE ESCOLAR 750G,4,4
"055 APTANUTRI 3 PREMIUM 12 A 36 MESES.01X800 %AGR:  22,7900 BASE ST: ********153,35 VALOR ST: **********4,84",4,4
IMPRESSO CURCUMA PREMIUM 270ML VERSO GHEE,4,15
OE PATCHOULI LIGHT - UN (10 ML),4,33
LTE PLANA ESP GOLD MARROM 71 MM BASE 6.00,4,90
